city,district,rooms,rent,address,construct_year,housing_type,on_sale,size 
HELSINKI,Itäkeskus,2,956.00,Vanhanlinnantie 3 A,2011,block_of_flats,False,55.00
TURKU,Martti,2,799.00,Itäinen Rantakatu 64 A,1999,block_of_flats,False,50.50
HELSINKI,Aurinkolahti,2,1099.00,Jauhajankuja 2 C,2012,block_of_flats,False,62.00
HELSINKI,Meilahti,1,710.00,Mannerheimintie 93 A,1953,block_of_flats,False,24.00
HELSINKI,Meilahti,2,890.00,Mannerheimintie 93 G,1953,block_of_flats,False,38.50
RAUMA,Keskusta,3,665.00,Nortamonkatu 26 A,1963,block_of_flats,False,66.50
RAUMA,Keskusta,2,549.00,Nortamonkatu 26 A,1963,block_of_flats,False,47.50
OULU,Peltola,1,571.00,Peltolantie 18 B,2010,block_of_flats,False,28.00
JYVÄSKYLÄ,Kuokkala,3,935.00,Visakoivunkuja 15 C,2017,block_of_flats,False,59.50
KUOPIO,Petonen,2,638.00,Kypäräkatu 6 B,1997,block_of_flats,False,47.50
HELSINKI,Kamppi,2,949.00,Malminkatu 36 A,1928,block_of_flats,False,39.50
TAMPERE,Hervanta,2,781.00,Insinöörinkatu 64 A,1994,block_of_flats,False,65.50
ESPOO,Pohjois-Tapiola,2,920.00,Kalevalantie 8 D,2022,block_of_flats,False,35.00
KAJAANI,Keskusta,2,729.00,Kirkkokatu 15 A 0,1960,block_of_flats,False,47.50
KERAVA,Jaakkola,4,1220.00,Nissilänpiha 9 as,1974,terraced_house,False,104.00
JÄRVENPÄÄ,Lepola,2,825.00,Vakka 2 D,2015,block_of_flats,False,41.50
HELSINKI,Pitäjänmäki,3,975.00,Kokkokalliontie 1 A,1974,block_of_flats,False,49.00
TAMPERE,Niemenranta,2,707.00,Meesakatu 5 B,2019,block_of_flats,False,42.00
KIRKKONUMMI,Tolsa,3,970.00,Tarutie 10 B,2021,block_of_flats,False,64.00
VANTAA,Koivukylä,1,766.00,Norkkokuja 1 as,2021,block_of_flats,False,30.50
TURKU,Kirstinpuisto,1,825.00,Nuutintie 7 B,2021,block_of_flats,False,51.50
KERAVA,Jaakkola,2,780.00,Palopellonkatu 8 B,2021,block_of_flats,False,47.50
TAMPERE,Hervanta,2,770.00,Louhoskuja 4 A,2023,block_of_flats,False,38.50
TAMPERE,Hervanta,1,625.00,Louhoskuja 4 A,2023,block_of_flats,False,29.50
TAMPERE,Hervanta,2,790.00,Louhoskuja 4 A,2023,block_of_flats,False,40.50
TAMPERE,Hervanta,2,905.00,Louhoskuja 4 A,2023,block_of_flats,False,51.00
TAMPERE,Hervanta,2,790.00,Louhoskuja 4 A,2023,block_of_flats,False,40.50
TAMPERE,Hervanta,1,630.00,Louhoskuja 4 A,2023,block_of_flats,False,29.50
TAMPERE,Hervanta,4,1265.00,Louhoskuja 4 A,2023,block_of_flats,False,68.00
RAUMA,Polari,2,525.00,Sepänkatu 4 B,1968,block_of_flats,False,55.00
HELSINKI,Puistola,3,1099.00,Tapulikaupungintie 13 A,2000,block_of_flats,False,72.50
MIKKELI,Tuppurala,2,620.00,Nuottakatu 5 a A,1983,block_of_flats,False,56.00
TAMPERE,Janka,2,844.00,Porttikatu 5 B,1992,block_of_flats,False,63.00
LAPPEENRANTA,Pallo-Tyysterniemi,2,783.00,Vanerikatu 1 A,2015,block_of_flats,False,44.00
LAHTI,Ankkuri,3,1025.00,Vesijärvenkatu 59 A,2000,block_of_flats,False,75.00
ESPOO,Niittykumpu,2,995.00,Niittyportinpolku 2 B,2018,block_of_flats,False,45.50
MIKKELI,Keskusta,2,699.00,Olkkolankatu 5 A,1974,block_of_flats,False,58.00
JYVÄSKYLÄ,Rautpohja,2,660.00,Rautpohjankatu 5 A,1939,block_of_flats,False,47.00
HELSINKI,Aurinkolahti,3,1240.00,Bertha Pauligin katu 1 A,2023,block_of_flats,False,55.00
HELSINKI,Kruunuvuorenranta,2,971.00,Gunillantie 22 B,2015,block_of_flats,False,41.50
HELSINKI,Pitäjänmäki,2,1029.00,HENRIKINTIE 5 D,1978,block_of_flats,False,59.00
VANTAA,Pähkinärinne,2,830.00,Lammasrinne 2 A,2020,block_of_flats,False,37.50
KUOPIO,Neulamäki,1,573.00,Jaamantie 23 B,1987,block_of_flats,False,38.00
VANTAA,Pähkinärinne,2,954.00,Lammasrinne 2 A,2020,block_of_flats,False,48.50
HELSINKI,Herttoniemenranta,2,1067.00,Hitsaajankatu 9 A,2019,block_of_flats,False,47.50
ESPOO,Espoonlahti,1,793.00,Maakravunkuja 2 as,2023,block_of_flats,False,33.50
HELSINKI,Herttoniemi,2,1114.00,Kerttulinkuja 3 F,1997,block_of_flats,False,61.00
ESPOO,Vermonniitty,1,725.00,Kaarlo Sarkian katu 1 C,2021,block_of_flats,False,29.00
ESPOO,Vermonniitty,2,895.00,Kaarlo Sarkian katu 1 D,2021,block_of_flats,False,41.00
TAMPERE,Keskusta,2,970.00,Puuvillatehtaankatu 6 A,2023,block_of_flats,False,45.00
OULU,Limingantulli,1,613.00,Rautatienkatu 78 A,2015,block_of_flats,False,28.50
ESPOO,Mäkkylä,2,890.00,Ruutikatu 5 A,1990,block_of_flats,False,54.00
VANTAA,Hakunila,2,775.00,Satulakuja 2 A,2014,block_of_flats,False,48.00
KIRKKONUMMI,Tolsa,1,594.00,Tarutie 30 B,2017,loft_house,False,25.00
TAMPERE,Keskusta,2,955.00,Puuvillatehtaankatu 6 B,2023,block_of_flats,False,43.50
TAMPERE,Keskusta,1,710.00,Puuvillatehtaankatu 6 F,2023,block_of_flats,False,29.00
VANTAA,Kaivoksela,3,1123.00,Aapramintie 8 B,2016,block_of_flats,False,64.50
HELSINKI,Pitäjänmäki,3,1212.00,HENRIKINTIE 5 B,1978,block_of_flats,False,74.50
VANTAA,Pähkinärinne,3,1043.00,Lehtikallio 8 A,2015,block_of_flats,False,65.00
TAMPERE,Santalahti,1,593.00,Paperitehtaanraitti 13 B,2020,block_of_flats,False,24.50
VANTAA,Pakkala,2,974.00,Väinö Tannerin tie 15 A,2008,block_of_flats,False,52.00
TAMPERE,Härmälänranta,1,610.00,Siivekkeenkatu 3 A,,block_of_flats,False,30.00
HELSINKI,Aurinkolahti,3,1320.00,Gustav Pauligin katu 5a A,2022,block_of_flats,False,64.50
IMATRA,Rajapatsas,2,585.00,Piirukuja 2 B,1976,block_of_flats,False,59.50
VANTAA,Tikkurila,1,922.00,Kielotie 4-6 A,2017,block_of_flats,False,42.00
ESPOO,Mäkkylä,2,1040.00,Adjutantinkatu 3 D,2012,block_of_flats,False,53.50
HELSINKI,Konala,2,1082.00,Limonadikuja 3 B,2014,block_of_flats,False,56.50
RAUMA,Polari,3,625.00,Sepänkatu 5 A,1968,block_of_flats,False,71.00
JYVÄSKYLÄ,Keltinmäki,2,705.00,Sienitie 2 A,1975,block_of_flats,False,60.00
JYVÄSKYLÄ,Kekkola,2,856.00,Tanhukaari 6 A,2007,block_of_flats,False,61.50
IMATRA,Rajapatsas,2,519.00,Kulmakatu 2 B,1976,block_of_flats,False,58.00
TAMPERE,Niemenranta,1,561.00,Raamikatu 3 A,,block_of_flats,False,27.50
KERAVA,Keskusta,1,665.00,Seunalantie 7 A,2023,block_of_flats,False,28.00
HELSINKI,Pitäjänmäki,3,1223.00,HENRIKINTIE 5 B,1978,block_of_flats,False,74.50
LAPPEENRANTA,Pallo-Tyysterniemi,2,805.00,Vanerikatu 1 A,2015,block_of_flats,False,44.00
ESPOO,Espoonlahti,2,845.00,Espoonlahdenkatu 14 A,2023,block_of_flats,False,35.50
HELSINKI,Kruunuvuorenranta,2,1043.00,Gunillantie 22 B,2015,block_of_flats,False,48.50
KAJAANI,Keskusta,2,689.00,Louhikatu 9 as,1960,block_of_flats,False,49.00
MIKKELI,Tuppurala,1,504.00,Nuottakatu 5 a A,1983,block_of_flats,False,36.00
TAMPERE,Hervanta,1,596.00,Tietoraitti 4 A,2017,block_of_flats,False,28.50
JYVÄSKYLÄ,Kortepohja,2,695.00,Wilhelm Schildtin katu 13 A,1999,block_of_flats,False,48.00
HELSINKI,Arabianranta,1,1039.00,Arabiankatu 4 D,2015,block_of_flats,False,45.00
HYVINKÄÄ,Hangonsilta,2,819.00,Astreankatu 5 C,2020,block_of_flats,False,46.00
SÖDERKULLA,Söderkulla,2,710.00,Graniittitie 25 A,2021,block_of_flats,False,34.00
JYVÄSKYLÄ,Lutakko,2,774.00,Jontikka 2 A,2011,block_of_flats,False,52.00
HELSINKI,Herttoniemi,1,650.00,Hiihtäjäntie 7 B,1973,block_of_flats,False,23.50
VIHTI,Niuhala,2,650.00,Kirkkoniementie 2 as.,1983,block_of_flats,False,51.00
TAMPERE,Vuores,2,847.00,Takamaanrinne 1 A,2011,block_of_flats,False,61.00
JÄRVENPÄÄ,Pajala,2,805.00,Valimokuja 2 A,2017,block_of_flats,False,42.50
JYVÄSKYLÄ,Kortepohja,2,685.00,Wilhelm Schildtin katu 10 A,1996,block_of_flats,False,43.50
JYVÄSKYLÄ,Rautpohja,1,590.00,Rautpohjankatu 15 C,1939,block_of_flats,False,22.00
JYVÄSKYLÄ,Rautpohja,2,660.00,Syrjälänkatu 10 C,1939,block_of_flats,False,44.50
TUUSULA,Sula,2,870.00,Bostoninkaari 6 B,2022,block_of_flats,False,47.50
LOHJA,Anttila,2,750.00,Karnaistenkatu 41 C,1972,block_of_flats,False,58.50
TAMPERE,Holvasti,2,782.00,Liinakonkatu 10 B,1997,block_of_flats,False,56.00
HELSINKI,Lauttasaari,2,1240.00,Melkonkatu 22 A,2019,block_of_flats,False,51.00
JÄRVENPÄÄ,Pajala,3,999.00,Valimokuja 4 as,2017,block_of_flats,False,54.00
TURKU,Vähäheikkilä,2,810.00,Vähäheikkiläntie 37 A,2022,block_of_flats,False,41.50
KIRKKONUMMI,Keskusta,2,803.00,Ervastintie 3 A,2016,block_of_flats,False,40.50
HELSINKI,Munkkiniemi,1,791.00,Munkkiniemen Puistotie 14 B,1938,block_of_flats,False,26.50
KOTKA,Ruonala,1,305.00,Pihkapolku 1 B,1968,block_of_flats,False,23.00
VANTAA,Koivuhaka,1,778.00,Tikkurilantie 99 B,2015,block_of_flats,False,36.00
LAHTI,Keskusta,2,596.00,Rauhankatu 2 C,1945,block_of_flats,False,32.50
HELSINKI,Pitäjänmäki,2,1040.00,KOKKOKALLIONTIE 3 F,1974,block_of_flats,False,54.50
MIKKELI,Graani,2,820.00,Graanintie 27 B,2016,block_of_flats,False,53.00
VANTAA,Martinlaakso,2,879.00,Kukintie 2 A,2018,block_of_flats,False,46.00
VANTAA,Kivistö,1,800.00,Safiirikuja 17 A,2017,block_of_flats,False,34.50
VAASA,Ristinummi,1,355.00,Vanhan Vaasan katu 12-14 E,1974,block_of_flats,False,32.00
HELSINKI,Laajasalo,2,960.00,Yliskyläntie 2 C,1996,block_of_flats,False,41.50
PORVOO,Taidetehdas,1,907.00,Aleksanterinkaari 14 C,2017,block_of_flats,False,47.50
VANTAA,Kaivoksela,2,911.00,Husbackankuja 6 B,2014,block_of_flats,False,45.00
VANTAA,Leinelä,2,933.00,Leinelän puistotie 12 B,2017,block_of_flats,False,48.00
JYVÄSKYLÄ,Palokunnanmäki,3,815.00,Letkutie 1 B A,2018,block_of_flats,False,56.50
VANTAA,Myyrmäki,1,699.00,Loiskekuja 4 D,2016,block_of_flats,False,32.00
VANTAA,Tikkurila,2,910.00,Neilikkatie 4 E,,block_of_flats,False,47.00
HELSINKI,Hakaniemi,2,1113.00,Näkinkuja 4 B,1991,block_of_flats,False,44.50
ESPOO,Sepänkylä,1,755.00,Peuraniitty 1 G,2021,block_of_flats,False,38.00
OULU,Limingantulli,3,958.00,Rautatienkatu 78 A,2015,block_of_flats,False,61.50
LAHTI,Jalkaranta,2,642.00,Sarvikatu 2 D,1982,block_of_flats,False,50.00
TAMPERE,Hervanta,1,625.00,Tutkijankatu 6 A,2019,block_of_flats,False,32.50
VANTAA,Tikkurila,3,1125.00,Vernissakatu 5 A,2002,block_of_flats,False,56.00
TURKU,Vähäheikkilä,2,880.00,Vähäheikkiläntie 37 A,2022,block_of_flats,False,49.50
HYVINKÄÄ,Hangonsilta,1,587.00,Astreankatu 5 C,2020,block_of_flats,False,26.50
TAMPERE,Nekala,2,833.00,Koskuentie 22 D,2018,loft_house,False,45.50
TAMPERE,Nekala,1,611.00,Koskuentie 22 E,2018,loft_house,False,28.00
TAMPERE,Niemenranta,1,616.00,Meesakatu 10 A,2014,block_of_flats,False,32.00
HELSINKI,Herttoniemi,2,1114.00,Kerttulinkuja 3 A,1997,block_of_flats,False,61.00
ESPOO,Niittykumpu,3,1270.00,Niittyportinpolku 2 A,2018,block_of_flats,False,60.50
KOTKA,Hovinsaari,2,565.00,Ruununmaankatu 8 A,1988,block_of_flats,False,43.00
OULU,Keskusta,1,701.00,Saaristonkatu 2 A,2000,block_of_flats,False,42.50
TURKU,Martti,2,836.00,Itäinen Rantakatu 70 A,1997,block_of_flats,False,54.50
JYVÄSKYLÄ,Kuokkala,1,505.00,Polttolinja 25 A,2017,block_of_flats,False,27.50
ESPOO,Kilo,1,842.00,PUISTOPIHA 2 C,1998,block_of_flats,False,38.00
KUOPIO,Itkonniemi,1,600.00,Sandelsinkatu 14 A,1981,block_of_flats,False,28.00
HELSINKI,Herttoniemi,3,1221.00,Hiihtomäentie 14 D,1991,block_of_flats,False,68.50
KLAUKKALA,Klaukkala,2,916.00,Tilankuja 8 A,2015,block_of_flats,False,54.50
ESPOO,Saunalahti,1,627.00,Tyyrpuuri 4 B,2019,block_of_flats,False,25.00
VANTAA,Hiekkaharju,3,1245.00,Leinikkitie 13 C,2014,block_of_flats,False,73.50
ESPOO,Painiitty,2,818.00,Lotankatu 5 D,2016,block_of_flats,False,42.00
LAHTI,Niemi,2,809.00,Niemenkatu 5 A,1985,block_of_flats,False,56.00
TURKU,Kirstinpuisto,3,1120.00,Nuutintie 7 A,2021,block_of_flats,False,67.50
OULU,Toppila,2,627.00,Paalikatu 18 A,1997,block_of_flats,False,43.00
HELSINKI,Haaga,1,867.00,Pajuniityntie 3-5 B,2016,block_of_flats,False,37.50
JYVÄSKYLÄ,Keskusta,2,740.00,Yliopistonkatu 18 C,1961,block_of_flats,False,51.00
VANTAA,Myyrmäki,2,1003.00,Kilterinrinne 5 B,2011,block_of_flats,False,59.50
HELSINKI,Pitäjänmäki,3,1395.00,KONALANTIE 7 C,1974,block_of_flats,False,84.00
HÄMEENLINNA,Ahvenisto,2,845.00,Turuntie 38 A,1913,block_of_flats,False,59.00
ESPOO,Niittykumpu,1,780.00,Vuoritontuntie 3 A,2023,block_of_flats,False,29.00
ESPOO,Niittykumpu,2,1197.00,Vuoritontuntie 3 A,2023,block_of_flats,False,54.00
ESPOO,Niittykumpu,2,879.00,Vuoritontuntie 3 B,2023,block_of_flats,False,34.00
ESPOO,Niittykumpu,2,950.00,Vuoritontuntie 3 B,2023,block_of_flats,False,37.00
VANTAA,Kaivoksela,2,862.00,Aapramintie 8 B,2016,block_of_flats,False,48.00
MIKKELI,Graani,2,755.00,Graanintie 27 A,2016,block_of_flats,False,44.00
TURKU,Kakolanmäki,1,695.00,Kakolankatu 5 B,2018,block_of_flats,False,35.00
HELSINKI,Katajanokka,1,990.00,Kauppiaankatu 5 B,1903,block_of_flats,False,37.50
HELSINKI,Pitäjänmäki,2,808.00,KOKKOKALLIONTIE 3 E,1974,block_of_flats,False,33.50
ESPOO,Saunalahti,2,878.00,Magneettikatu 1 A,2016,block_of_flats,False,53.00
HELSINKI,Roihuvuori,1,644.00,Roihuvuorentie 20 B,1956,block_of_flats,False,21.50
HELSINKI,Viikki,2,960.00,Von Daehnin katu 23 A,2010,block_of_flats,False,45.50
JYVÄSKYLÄ,Kuokkala,1,510.00,Polttolinja 25 A,2017,block_of_flats,False,27.50
VANTAA,Hakunila,3,1050.00,Kaskelantie 12 A,2022,block_of_flats,False,59.00
VANTAA,Hakunila,1,635.00,Kaskelantie 27 B,2020,block_of_flats,False,26.50
ESPOO,Kiltakallio,2,890.00,Kiltakallio 13 B,1994,block_of_flats,False,61.00
TAMPERE,Holvasti,2,678.00,Liinakonkatu 10 B,1997,block_of_flats,False,43.50
OULU,Limingantulli,2,805.00,Limingantie 2 A,2018,block_of_flats,False,47.00
KAJAANI,Keskusta,2,710.00,Louhikatu 10 as 0,1960,block_of_flats,False,51.50
TAMPERE,Niemenranta,2,726.00,Meesakatu 3 A,2017,block_of_flats,False,43.00
HELSINKI,Roihuvuori,1,710.00,Roihuvuorentie 30 A,1956,block_of_flats,False,26.00
TAMPERE,Ranta-Tampella,1,724.00,Tampellan esplanadi 17 A,2020,block_of_flats,False,28.00
KERAVA,Keskusta,2,749.00,Terhikintie 1 B,2022,block_of_flats,False,47.00
ESPOO,Vesirattaanmäki,2,779.00,Vesirattaanmäki 1 A,2010,block_of_flats,False,41.00
HELSINKI,Konala,1,710.00,Vuorikummuntie 6 b A,2021,block_of_flats,False,25.00
ESPOO,Niittykumpu,1,742.00,Vuoritontuntie 3 A,2023,block_of_flats,False,23.00
ESPOO,Niittykumpu,3,1407.00,Vuoritontuntie 3 B,2023,block_of_flats,False,66.50
ESPOO,Niittykumpu,2,970.00,Vuoritontuntie 3 B,2023,block_of_flats,False,42.50
ESPOO,Niittykumpu,3,1436.00,Vuoritontuntie 3 B,2023,block_of_flats,False,68.50
ESPOO,Niittykumpu,2,980.00,Vuoritontuntie 3 B,2023,block_of_flats,False,42.50
HELSINKI,Kallio,2,999.00,Alppikatu 3 B,1964,block_of_flats,False,56.50
VANTAA,Tikkurila,3,1373.00,Kielotie 4-6 A,2017,block_of_flats,False,75.00
ESPOO,Haukilahti,1,784.00,Kiiskenevä 2 D,1966,block_of_flats,False,32.00
LAPPEENRANTA,Parkkarila,3,825.00,Kisakatu 30 B,1971,block_of_flats,False,73.00
VANTAA,Kivistö,1,834.00,Topaasikuja 9 as,2020,block_of_flats,False,46.00
TURKU,Herttuankulma,3,890.00,Fatabuurinkatu 6 A,2020,block_of_flats,False,53.50
ESPOO,Vermonniitty,1,808.00,Kaarlo Sarkian katu 10 D,2020,block_of_flats,False,31.50
HELSINKI,Herttoniemi,1,870.00,Killingholmankuja 3 B,2000,block_of_flats,False,35.00
VANTAA,Hämeenkylä,2,937.00,Kolmikallionkuja 1 C,2015,block_of_flats,False,50.00
HELSINKI,Maunula,2,1065.00,RAJAMETSÄNTIE 35 B,1962,block_of_flats,False,51.50
KERAVA,Keskusta,2,799.00,Seunalantie 11 A,2018,block_of_flats,False,39.00
VANTAA,Koivuhaka,3,1333.00,Tikkurilantie 99 C,2015,block_of_flats,False,79.00
HELSINKI,Haaga,2,1160.00,Yhteiskouluntie 3 B,2020,block_of_flats,False,51.50
HELSINKI,Kallio,2,999.00,Alppikatu 3 B,1964,block_of_flats,False,56.50
VANTAA,Kaivoksela,3,1093.00,Aapramintie 8 B,2016,block_of_flats,False,67.50
TAMPERE,Hervanta,1,575.00,Tutkijankatu 8 A,2020,block_of_flats,False,25.50
ESPOO,Espoonlahti,1,795.00,Espoonlahdenkatu 14 A,2023,block_of_flats,False,35.50
VANTAA,Veromies,1,780.00,Perintötie 3 H,2021,block_of_flats,False,36.00
JÄRVENPÄÄ,Lepola,1,752.00,Vakka 2 D,2015,block_of_flats,False,39.50
VANTAA,Veromies,2,890.00,Perintötie 3 G,2021,block_of_flats,False,42.50
HELSINKI,Jätkäsaari,2,1222.00,Tyynenmerenkatu 5 B,2012,block_of_flats,False,47.50
ESPOO,Matinkylä,1,891.00,Maailman-Matti 2 B,2002,block_of_flats,False,39.00
HELSINKI,Viikki,2,1104.00,Agronominkatu 18 B,2015,block_of_flats,False,53.50
LAHTI,Metsäkangas,2,749.00,Satulakatu 25 A,2015,block_of_flats,False,50.50
HELSINKI,Hakaniemi,1,907.00,Hämeentie 5b B,1989,block_of_flats,False,36.00
HÄMEENLINNA,Keskusta,2,821.00,Kaivokatu 9 B,2014,block_of_flats,False,47.50
HELSINKI,Pitäjänmäki,2,875.00,KONALANTIE 7 D,1974,block_of_flats,False,38.00
ESPOO,Olari,3,1240.00,Kuvastimentie 1 E,2020,block_of_flats,False,65.50
ESPOO,Kilo,2,995.00,Nihtitorpankuja 5 A,2015,block_of_flats,False,57.00
HELSINKI,Pitäjänmäki,1,764.00,PITÄJÄNMÄENTIE 35 F,1978,block_of_flats,False,34.50
ESPOO,Niittykumpu,2,1122.00,Vuoritontuntie 3 C,2023,block_of_flats,False,50.50
MIKKELI,Keskusta,2,705.00,Olkkolankatu 5 B,1974,block_of_flats,False,58.00
VANTAA,Pähkinärinne,2,824.00,Lehtikallio 6 A,2015,block_of_flats,False,45.50
TAMPERE,Epilä,2,779.00,Tapettikatu 3 B,1999,block_of_flats,False,61.00
PORVOO,Gammelbacka,2,780.00,Suolaketie 6 A,1975,block_of_flats,False,59.50
ESPOO,Saunalahti,1,698.00,Saunalahdenkatu 1 A,2016,block_of_flats,False,33.00
JYVÄSKYLÄ,Kuokkalanpelto,2,680.00,Tahvosentie 32 A,2011,block_of_flats,False,43.50
VANTAA,Kaivoksela,2,911.00,Husbackankuja 6 B,2014,block_of_flats,False,45.00
PORVOO,Keskusta,2,926.00,Kaivokatu 29 B,1993,block_of_flats,False,64.00
JYVÄSKYLÄ,Palokunnanmäki,3,847.00,Letkutie 1 B A,2018,block_of_flats,False,56.50
OULU,Herukka,3,846.00,Markuksenkuja 10 E,1998,loft_house,False,75.50
HELSINKI,Katajanokka,1,1003.00,Kruunuvuorenkatu 2 C,2019,block_of_flats,False,30.00
HELSINKI,Itäkeskus,3,1290.00,Vanhanlinnantie 3 I,2011,block_of_flats,False,81.50
TAMPERE,Santalahti,1,628.00,Tiporaitti 8 A,2020,block_of_flats,False,29.00
KOTKA,Ruonala,1,305.00,Pihkapolku 1 A,1968,block_of_flats,False,23.00
LAPPEENRANTA,Pikisaari,3,943.00,Pikisaarenkatu 40 as,1997,block_of_flats,False,76.50
VANTAA,Kivistö,2,864.00,Safiirikuja 17 B,2017,block_of_flats,False,42.00
VANTAA,Hakunila,1,705.00,Kaskelantie 27 B,2020,block_of_flats,False,30.50
ESPOO,Sepänkylä,1,719.00,Peuraniitty 1 F,2021,block_of_flats,False,34.50
ESPOO,Niittykumpu,2,975.00,Vuoritontuntie 3 A,2023,block_of_flats,False,42.50
ESPOO,Espoonlahti,2,880.00,Espoonlahdenkatu 10 as,2022,block_of_flats,False,36.00
VANTAA,Pähkinärinne,2,874.00,Lehtikallio 8 A,2015,block_of_flats,False,45.50
VANTAA,Hakunila,2,805.00,Kaskelantie 27 B,2020,block_of_flats,False,38.00
JYVÄSKYLÄ,Lutakko,2,810.00,Schaumanin Puistotie 19 A,2001,block_of_flats,False,50.50
HOLLOLA,Okeroinen,2,591.00,Koulutie 6 A,,block_of_flats,False,59.50
LAHTI,Keskusta,2,719.00,Rauhankatu 2 C,1945,block_of_flats,False,42.50
KAJAANI,Teppana,2,624.00,Uitontie 10 C,1975,block_of_flats,False,51.50
ESPOO,Espoonlahti,3,1405.00,Maakravunkuja 2 as,2023,block_of_flats,False,67.50
VANTAA,Leinelä,2,1434.00,Leinelän puistotie 12 A,2017,block_of_flats,False,102.50
ESPOO,Kivenlahti,4,1580.00,Marinportti 4 A,2021,block_of_flats,False,95.00
HELSINKI,Laajasalo,2,935.00,Yliskyläntie 2 C,1996,block_of_flats,False,41.50
ESPOO,Espoonlahti,1,783.00,Espoonlahdenkatu 10 as,2022,block_of_flats,False,27.50
VANTAA,Hämeenkylä,3,1262.00,Kolmikallionkuja 3 F,2016,block_of_flats,False,74.00
ESPOO,Niittykumpu,1,802.00,Niittykatu 9 A,2020,block_of_flats,False,29.00
TAMPERE,Hervanta,4,1255.00,Louhoskuja 4 A,2023,block_of_flats,False,68.00
TAMPERE,Hervanta,3,1055.00,Louhoskuja 4 A,2023,block_of_flats,False,56.50
TAMPERE,Hervanta,4,1260.00,Louhoskuja 4 A,2023,block_of_flats,False,68.00
VANTAA,Kaivoksela,2,860.00,Vanha Kaarelantie 6B A,2023,block_of_flats,False,40.50
HELSINKI,Pitäjänmäki,1,759.00,Kokkokalliontie 9 J,2014,block_of_flats,False,34.50
HELSINKI,Pitäjänmäki,2,835.00,KONALANTIE 7 D,1974,block_of_flats,False,35.50
HELSINKI,Lauttasaari,3,1280.00,Itälahdenkatu 21 C,1985,block_of_flats,False,59.50
JYVÄSKYLÄ,Lutakko,2,810.00,Kiramo 3 A,1998,block_of_flats,False,55.50
JYVÄSKYLÄ,Rautpohja,1,590.00,Syrjälänkatu 10 A,1939,block_of_flats,False,24.50
JYVÄSKYLÄ,Kortepohja,2,670.00,Wilhelm Schildtin katu 10 A,1996,block_of_flats,False,46.00
LAHTI,Jalkaranta,2,670.00,Kiikkulankatu 7 C,1971,block_of_flats,False,58.50
HELSINKI,Kruunuvuori,2,931.00,Gunillantie 17 B,,block_of_flats,False,45.00
HELSINKI,Latokartano,2,920.00,Von Daehnin katu 12 B,2012,block_of_flats,False,56.50
TURKU,Herttuankulma,2,753.00,Fatabuurinkatu 6 B,2020,block_of_flats,False,42.50
HELSINKI,Kallio,2,1155.00,Neljäs linja 3-5 E,1946,block_of_flats,False,53.60
VANTAA,Kivistö,2,890.00,Timanttikuja 7 A,2023,block_of_flats,False,47.50
VANTAA,Kivistö,1,725.00,Timanttikuja 7 A,2023,block_of_flats,False,30.50
VANTAA,Kivistö,2,890.00,Timanttikuja 7 A,2023,block_of_flats,False,48.00
VANTAA,Kivistö,2,880.00,Timanttikuja 7 A,2023,block_of_flats,False,47.50
VANTAA,Kivistö,2,895.00,Timanttikuja 7 A,2023,block_of_flats,False,47.50
VANTAA,Kivistö,1,735.00,Timanttikuja 7 A,2023,block_of_flats,False,30.50
ESPOO,Kilo,2,829.00,Vanharaide 3 A,1997,block_of_flats,False,39.00
HELSINKI,Kruunuvuori,2,931.00,Gunillantie 17 A,,block_of_flats,False,45.00
HELSINKI,Kuninkaantammi,1,716.00,Temperankatu 4 D,2019,block_of_flats,False,29.50
TURKU,Kirstinpuisto,3,1205.00,Nuutintie 7 B,2021,block_of_flats,False,77.50
ESPOO,Niittykumpu,1,815.00,Niittykummuntie 12 C,2022,block_of_flats,False,33.50
HELSINKI,Keskusta,2,1485.00,BULEVARDI 32 B,1937,block_of_flats,False,49.72
HELSINKI,Tapanila,2,895.00,Rajatie 5a C,2009,block_of_flats,False,49.50
ESPOO,Kauniainen,2,910.00,Ullanmäentie 10 C E,2021,block_of_flats,False,43.00
JYVÄSKYLÄ,Keltinmäki,2,605.00,Keltinmäentie 27 C,1974,block_of_flats,False,50.00
RAUMA,Polari,2,525.00,Sepänkatu 2 A,1968,block_of_flats,False,55.00
ESPOO,Niittykumpu,2,959.00,Niittysillankulma 2 F,2016,block_of_flats,False,46.50
HELSINKI,Latokartano,2,940.00,Von Daehnin katu 12 A,2012,block_of_flats,False,54.00
ESPOO,Vermonniitty,1,798.00,Kaarlo Sarkian katu 10 D,2020,block_of_flats,False,31.50
JYVÄSKYLÄ,Keltinmäki,2,590.00,Keltinmäentie 27 D,1974,block_of_flats,False,50.00
ESPOO,Vermonniitty,1,735.00,Kaarlo Sarkian katu 1 C,2021,block_of_flats,False,29.00
KIRKKONUMMI,Tolsa,1,562.00,Tarutie 18 B,2019,block_of_flats,False,26.00
VANTAA,Tikkurila,2,940.00,Talvikkitie 7 A,2019,block_of_flats,False,56.50
ESPOO,Espoonlahti,2,937.00,Ulappakatu 1 G,2015,block_of_flats,False,51.50
ESPOO,Pohjois-Tapiola,1,845.00,Metsänpojankuja 5 B,2021,block_of_flats,False,31.50
ESPOO,Sepänkylä,1,740.00,Peuraniitty 1 E,2021,block_of_flats,False,32.00
