city,district,rooms,rent,address,construct_year,housing_type,on_sale,size 
ESPOO,Saunalahti,1,710.00,Pohjoisviitta 2 A,2023,loft_house,False,28.00
ESPOO,Saunalahti,1,670.00,Pohjoisviitta 2 B,2023,loft_house,False,28.50
ESPOO,Saunalahti,2,925.00,Pohjoisviitta 2 B,2023,loft_house,False,45.00
ESPOO,Saunalahti,1,720.00,Pohjoisviitta 2 B,2023,loft_house,False,28.00
ESPOO,Saunalahti,1,715.00,Pohjoisviitta 2 C,2023,loft_house,False,28.50
ESPOO,Saunalahti,2,925.00,Pohjoisviitta 2 C,2023,loft_house,False,45.00
ESPOO,Saunalahti,2,900.00,Pohjoisviitta 2 C,2023,loft_house,False,41.50
ESPOO,Haukilahti,3,1355.00,Kiiskenevä 2 E,1966,block_of_flats,False,83.50
ESPOO,Sepänkylä,1,740.00,Peuraniitty 1 D,2021,block_of_flats,False,32.50
ESPOO,Haukilahti,2,889.00,Kiiskenevä 2 E,1966,block_of_flats,False,48.00
HELSINKI,Kruunuvuori,2,930.00,Gunillantie 17 B,,block_of_flats,False,45.00
HELSINKI,Kannelmäki,2,1009.00,Pasuunatie 4 b B,2013,block_of_flats,False,46.00
ESPOO,Matinkylä,2,1026.00,Maailman-Matti 2 A,2002,block_of_flats,False,53.00
ESPOO,Suurpelto,1,763.00,Suurpellon puistokatu 7 B,2020,block_of_flats,False,29.00
LAHTI,Kärpänen,2,609.00,Kiekkokatu 1-3 B,1977,block_of_flats,False,49.50
HELSINKI,Kannelmäki,2,935.00,Pasuunatie 4 b B,2013,block_of_flats,False,41.00
ESPOO,Vermonniitty,2,934.00,Kaarlo Sarkian katu 10 C,2020,block_of_flats,False,43.00
TURKU,Satama,2,903.00,Satamakatu 31 A,2021,block_of_flats,False,54.50
PORVOO,Gammelbacka,3,899.00,Suolaketie 6 A,1975,block_of_flats,False,76.00
VANTAA,Tikkurila,3,1169.00,Neilikkatie 4 A 0,,block_of_flats,False,73.00
KIRKKONUMMI,Tolsa,2,790.00,Tarutie 10 A,2021,block_of_flats,False,42.50
LAPPEENRANTA,Voisalmi,2,645.00,Kariniementie 12 B,1975,block_of_flats,False,57.50
VANTAA,Kivistö,2,869.00,Topaasikuja 9 as,2020,block_of_flats,False,51.00
VANTAA,Viertola,2,865.00,Koisotie 2 A,,block_of_flats,False,52.50
HELSINKI,Kruunuvuori,2,926.00,Gunillantie 17 B,,block_of_flats,False,45.00
VANTAA,Viertola,2,964.00,Kaislatie 32 B,2010,block_of_flats,False,52.00
HELSINKI,Arabianranta,2,1089.00,Arabiankatu 4 B,2015,block_of_flats,False,47.50
ESPOO,Niittykumpu,1,780.00,Malmiportti 4 B,2010,block_of_flats,False,40.50
ESPOO,Vermonniitty,1,810.00,Kaarlo Sarkian katu 1 D,2021,block_of_flats,False,32.00
ESPOO,Sepänkylä,3,1140.00,Peuraniitty 1 E,2021,block_of_flats,False,66.00
HÄMEENLINNA,Keskusta,2,733.00,Sibeliuksenkatu 3 A,1940,block_of_flats,False,47.50
PORVOO,Taidetehdas,1,775.00,Aleksanterinkaari 14 C,2017,block_of_flats,False,40.00
HELSINKI,Maunula,2,880.00,Suonotkontie 4 C,1963,block_of_flats,False,53.00
ESPOO,Saunalahti,1,754.00,Magneettikatu 1 A,2016,block_of_flats,False,37.50
KERAVA,Keskusta,1,689.00,Seunalantie 11 B,2018,block_of_flats,False,30.00
TAMPERE,Veisu,3,1072.00,Sidoskuja 2 G,1999,loft_house,False,77.50
LAHTI,Keskusta,1,607.00,Hämeenkatu 28 B,1945,block_of_flats,False,27.50
ESPOO,Niittykumpu,4,1565.00,Gräsantörmä 1 E,2023,block_of_flats,False,80.00
ESPOO,Niittykumpu,1,800.00,Gräsantörmä 1 E,2023,block_of_flats,False,32.50
ESPOO,Niittykumpu,1,785.00,Gräsantörmä 1 F,2023,block_of_flats,False,31.00
ESPOO,Kauniainen,2,920.00,Ullanmäentie 10 C E,2021,block_of_flats,False,43.00
VANTAA,Hakunila,3,1055.00,Kaskelantie 12 A,2022,block_of_flats,False,59.00
KERAVA,Keskusta,1,715.00,Seunalantie 7 A,2023,block_of_flats,False,34.00
KERAVA,Keskusta,3,1195.00,Seunalantie 7 A,2023,block_of_flats,False,67.50
KERAVA,Keskusta,1,745.00,Seunalantie 7 A,2023,block_of_flats,False,35.50
KERAVA,Keskusta,3,1200.00,Seunalantie 7 A,2023,block_of_flats,False,67.50
HELSINKI,Aurinkolahti,2,980.00,Bertha Pauligin katu 1 A,2023,block_of_flats,False,39.00
HELSINKI,Aurinkolahti,3,1310.00,Bertha Pauligin katu 1 A,2023,block_of_flats,False,56.00
HELSINKI,Aurinkolahti,3,1260.00,Bertha Pauligin katu 1 A,2023,block_of_flats,False,55.00
TURKU,Martti,2,789.00,Laivurinkatu 2 A,1997,block_of_flats,False,50.00
TURKU,Kirstinpuisto,2,787.00,Nuutintie 7 B,2021,block_of_flats,False,44.00
KIRKKONUMMI,Tolsa,1,565.00,Tarutie 30 B,2017,loft_house,False,25.00
TURKU,Kirstinpuisto,1,625.00,Nuutintie 7 A,2021,block_of_flats,False,30.00
HELSINKI,Maunula,2,894.00,RAJAMETSÄNTIE 35 C,1962,block_of_flats,False,40.50
HELSINKI,Hermanni,2,1139.00,Haukilahdenkuja 13 B,2010,block_of_flats,False,52.00
OULU,Peltola,2,630.00,Peltolankaari 7 A,1998,loft_house,False,44.50
KARKKILA,Keskusta,2,631.00,Kahilaisentie 4 B,1970,block_of_flats,False,49.50
TAMPERE,Santalahti,1,609.00,Paperitehtaanraitti 13 A,2020,block_of_flats,False,23.50
HELSINKI,Toukola,2,1540.00,Kotisaarenkatu 3 G,2009,block_of_flats,False,92.50
KUOPIO,Pirtti,2,715.00,Hautalahdenkatu 1 H,1994,block_of_flats,False,60.00
TURKU,Raunistula,1,720.00,Raunistulantie 35 C,2014,block_of_flats,False,38.00
VAASA,Suvilahti,4,865.00,Pietarsaarenkatu 10 C,1973,block_of_flats,False,93.50
TURKU,Raunistula,2,720.00,Raunistulantie 7 B,2014,block_of_flats,False,39.50
LAPPEENRANTA,Keskusta,2,751.00,Valtakatu 41 as,2009,block_of_flats,False,49.00
HELSINKI,Munkkiniemi,1,768.00,Munkkiniemen Puistotie 14 A,1938,block_of_flats,False,25.00
TURKU,Vähäheikkilä,1,682.00,Vähäheikkiläntie 37 A,2022,block_of_flats,False,31.00
KUOPIO,Pirtti,2,575.00,Kielorannankatu 8 F,1991,loft_house,False,42.00
VAASA,Suvilahti,3,713.00,Pietarsaarenkatu 10 D,1973,block_of_flats,False,77.50
HELSINKI,Kallio,2,999.00,Alppikatu 3 B,1964,block_of_flats,False,56.50
TAMPERE,Keskusta,2,940.00,Puuvillatehtaankatu 6 B,2023,block_of_flats,False,43.00
VANTAA,Hakunila,1,685.00,Kaskelantie 27 A,2020,block_of_flats,False,30.00
VANTAA,Myyrmäki,2,872.00,Loiskekuja 6 C,2017,block_of_flats,False,44.50
HELSINKI,Jollas,4,1793.00,Puuskakuja 23,1996,terraced_house,False,98.00
JÄRVENPÄÄ,Pajala,2,821.00,Valimokuja 4 as,2017,block_of_flats,False,44.50
ESPOO,Kilo,2,930.00,Vanharaide 3 B,1997,block_of_flats,False,58.50
KUOPIO,Pirtti,2,619.00,Hautalahdenkatu 1 H,1994,block_of_flats,False,46.00
ESPOO,Vermonniitty,3,1125.00,Kaarlo Sarkian katu 1 C,2021,block_of_flats,False,55.00
ESPOO,Niittykumpu,1,825.00,Niittykummuntie 12 C,2022,block_of_flats,False,33.50
ROVANIEMI,Ounasmetsä,2,695.00,Porokatu 37 C,1966,block_of_flats,False,60.00
HELSINKI,Maunula,1,854.00,RAJAMETSÄNTIE 35 B,1962,block_of_flats,False,36.50
HELSINKI,Viikinmäki,1,826.00,Ristiretkeläistenkatu 6 C,2021,block_of_flats,False,29.50
TAMPERE,Haapalinna,2,856.00,Vaakonraitti 6 A,1997,block_of_flats,False,51.00
HELSINKI,Pasila,1,828.00,Postiljooninkatu 17 A,2020,block_of_flats,False,29.00
ESPOO,Espoon keskus,3,1080.00,Segersveninkatu 6 A,,block_of_flats,False,49.50
ESPOO,Espoon keskus,1,675.00,Segersveninkatu 6 A,,block_of_flats,False,26.00
ESPOO,Espoon keskus,2,830.00,Segersveninkatu 6 A,,block_of_flats,False,36.00
ESPOO,Espoon keskus,2,790.00,Segersveninkatu 6 B,,block_of_flats,False,33.50
ESPOO,Espoon keskus,1,700.00,Segersveninkatu 6 B,,block_of_flats,False,30.50
ESPOO,Espoon keskus,3,1140.00,Segersveninkatu 6 B,,block_of_flats,False,62.00
ESPOO,Espoon keskus,1,705.00,Segersveninkatu 6 B,,block_of_flats,False,30.50
ESPOO,Espoon keskus,3,1195.00,Segersveninkatu 6 B,,block_of_flats,False,66.50
HELSINKI,Kallio,2,999.00,Alppikatu 3 B,1964,block_of_flats,False,56.50
ESPOO,Olari,2,799.00,Puolikuu 2 B,2017,block_of_flats,False,42.00
HELSINKI,Kruunuvuorenranta,3,1325.00,Gunillantie 22 B,2015,block_of_flats,False,68.50
LOHJA,Virkkala,2,666.00,Riikuntie 5 F,1974,block_of_flats,False,61.00
KERAVA,Keskusta,3,1088.00,Tapulikatu 25 A,2013,block_of_flats,False,64.50
HELSINKI,Aurinkolahti,2,860.00,Paahtajankuja 4 A,,block_of_flats,False,34.00
HELSINKI,Pitäjänmäki,2,808.00,KOKKOKALLIONTIE 3 E,1974,block_of_flats,False,33.50
HELSINKI,Kuninkaantammi,2,840.00,Taidemaalarinkatu 10 A,2019,block_of_flats,False,46.00
HELSINKI,Keskusta,2,1444.00,BULEVARDI 32 B,1937,block_of_flats,False,49.70
HELSINKI,Kuninkaantammi,1,745.00,Taidemaalarinkatu 7 A,2019,block_of_flats,False,32.50
ESPOO,Henttaa,1,705.00,Linda Tannerin kuja 2 D,2022,block_of_flats,False,26.50
TAMPERE,Nekala,1,611.00,Koskuentie 22 E,2018,loft_house,False,28.00
LAHTI,Ankkuri,3,843.00,Niemenkatu 7 as,1977,block_of_flats,False,61.00
RAUMA,Keskusta,2,549.00,Nortamonkatu 26 A,1963,block_of_flats,False,47.50
PORVOO,Gammelbacka,2,780.00,Suolaketie 6 B,1975,block_of_flats,False,59.50
HELSINKI,Etelä-Haaga,2,1135.00,Paatsamatie 14 B,2023,block_of_flats,False,45.50
HELSINKI,Etelä-Haaga,3,1645.00,Paatsamatie 14 B,2023,block_of_flats,False,71.00
HELSINKI,Etelä-Haaga,1,905.00,Paatsamatie 14 B,2023,block_of_flats,False,31.50
HELSINKI,Etelä-Haaga,1,955.00,Paatsamatie 14 B,2023,block_of_flats,False,33.00
HELSINKI,Etelä-Haaga,1,910.00,Paatsamatie 14 B,2023,block_of_flats,False,31.50
JÄRVENPÄÄ,Keskusta,1,720.00,Tupalantie 2 B,2017,block_of_flats,False,29.50
VAASA,Keskusta,3,818.00,Pitkäkatu 32 A,1998,block_of_flats,False,63.50
HELSINKI,Haaga,1,719.00,Näyttelijäntie 22 C,1959,block_of_flats,False,25.50
TAMPERE,Santalahti,1,618.00,Rantakylänraitti 3 A,2019,block_of_flats,False,24.00
TAMPERE,Keskusta,2,970.00,Puuvillatehtaankatu 6 A,2023,block_of_flats,False,45.00
VANTAA,Tikkurila,2,925.00,Lehdokkitie 4 C,2003,block_of_flats,False,48.00
HELSINKI,Pitäjänmäki,2,923.00,PITÄJÄNMÄENTIE 35 H,1978,block_of_flats,False,60.50
VANTAA,Kaivoksela,3,1260.00,Husbackankuja 6 B,2014,block_of_flats,False,71.00
JÄRVENPÄÄ,Järvenpää,2,799.00,Bjarnenkuja 6 A,2011,block_of_flats,False,45.50
TURKU,Martti,2,862.00,Laivurinkatu 2 A,1997,block_of_flats,False,61.00
OULU,Peltola,1,577.00,Peltolantie 18 B,2010,block_of_flats,False,28.00
HELSINKI,Taka-Töölö,2,1098.00,LINNANKOSKENKATU 4 B,1937,block_of_flats,False,35.50
HELSINKI,Kruunuvuorenranta,3,1319.00,Gunillantie 22 B,2015,block_of_flats,False,68.50
ESPOO,Matinkylä,2,909.00,Matinkallio 7 B,2017,block_of_flats,False,46.00
TAMPERE,Hervanta,1,636.00,Tieteenkatu 9 A,2020,block_of_flats,False,30.00
TAMPERE,Keskusta,2,965.00,Puuvillatehtaankatu 6 A,2023,block_of_flats,False,45.00
ESPOO,Espoonlahti,1,734.00,Espoonlahdenkatu 10 as,2022,block_of_flats,False,27.50
ESPOO,Espoonlahti,1,766.00,Maakravunkuja 2 as,2023,block_of_flats,False,29.00
JOENSUU,Penttilä,2,715.00,Pyhäselänkatu 19 A,1973,block_of_flats,False,65.00
LAHTI,Ankkuri,1,559.00,Niemenkatu 7 as,1977,block_of_flats,False,30.00
LAHTI,Keskusta,2,717.00,Hämeenkatu 28 A,1945,block_of_flats,False,38.50
TURKU,Iso-Heikkilä,3,876.00,Kanslerintie 15 B,2018,block_of_flats,False,51.00
VANTAA,Kartanonkoski,2,991.00,Lähettilääntie 1 C,2005,block_of_flats,False,49.00
HELSINKI,Meilahti,2,920.00,Mannerheimintie 93 G,1953,block_of_flats,False,40.00
TAMPERE,Keskusta,1,750.00,Puuvillatehtaankatu 6 B,2023,block_of_flats,False,32.00
JYVÄSKYLÄ,Kuokkalanpelto,2,645.00,Tahvosentie 32 A,2011,block_of_flats,False,41.50
VANTAA,Tikkurila,3,1278.00,Talvikkitie 7 H,2018,block_of_flats,False,69.00
JÄRVENPÄÄ,Lepola,2,957.00,Tähkä 1 A,2014,block_of_flats,False,56.50
HELSINKI,Laajasalo,2,960.00,Yliskyläntie 2 A,1996,block_of_flats,False,40.50
PIRKKALA,Killo,1,637.00,Pähkinäpolku 2 B,2017,block_of_flats,False,36.50
ESPOO,Niittykumpu,1,790.00,Vuoritontuntie 3 A,2023,block_of_flats,False,29.00
VANTAA,Hämeenkylä,2,937.00,Kolmikallionkuja 1 B,2015,block_of_flats,False,50.00
HELSINKI,Maunula,2,1046.00,RAJAMETSÄNTIE 35 B,1962,block_of_flats,False,51.50
OULU,Limingantulli,2,808.00,Rautatienkatu 72 B,2012,block_of_flats,False,43.00
OULU,Limingantulli,2,727.00,Rautionkatu 28 A,2011,block_of_flats,False,38.00
ESPOO,Niittykumpu,2,1086.00,Vuoritontuntie 3 B,2023,block_of_flats,False,49.50
KOTKA,Keskusta,3,908.00,Kirkkokatu 4 B,1998,block_of_flats,False,74.00
OULU,Myllytulli,2,725.00,Nahkatehtaankatu 10 A,1996,block_of_flats,False,43.00
TAMPERE,Nekala,1,611.00,Koskuentie 22 D,2018,loft_house,False,28.00
HELSINKI,Haaga,1,867.00,Pajuniityntie 3-5 B,2016,block_of_flats,False,37.00
VANTAA,Hiekkaharju,1,760.00,Sipulitie 1 P,2010,block_of_flats,False,36.50
MÄNTSÄLÄ,Keskusta,2,732.00,Hemmintie 4 B,2014,block_of_flats,False,50.50
TAMPERE,Nekala,2,786.00,Koskuentie 22 D,2018,loft_house,False,40.00
TAMPERE,Niemenranta,2,721.00,Raamikatu 8 A,2020,block_of_flats,False,39.50
LAHTI,Keskusta,2,742.00,Rauhankatu 2 A,1945,block_of_flats,False,46.00
HOLLOLA,Soramäki,2,549.00,Salpatie 3 C,1974,block_of_flats,False,57.00
HELSINKI,Pasila,1,905.00,Uutiskatu 3 C,2018,block_of_flats,False,34.00
TAMPERE,Hatanpää,2,847.00,Vihilahdenkatu 6 B,1997,block_of_flats,False,51.50
HELSINKI,Kallio,1,1026.00,Viides linja 4 A,1926,block_of_flats,False,49.70
ESPOO,Niittykumpu,1,810.00,Vuoritontuntie 3 C,2023,block_of_flats,False,28.50
HELSINKI,Kallio,1,730.00,Alppikatu 3 A,1964,block_of_flats,False,29.00
VANTAA,Kartanonkoski,2,857.00,Herttuantie 2 C,2003,block_of_flats,False,46.00
TAMPERE,Santalahti,1,583.00,Paperitehtaanraitti 13 A,2020,block_of_flats,False,24.00
KOTKA,Keskusta,3,964.00,Pohjoispuistokatu 3 A,2008,block_of_flats,False,66.00
LAPPEENRANTA,Tykki,3,901.00,Puutarhurinkatu 3 B,1972,block_of_flats,False,73.00
MASALA,Masala,1,745.00,Vernerinkuja 9 A,2014,block_of_flats,False,48.50
LAHTI,Liipola,1,485.00,Pohjoinen Liipolankatu 13-15 D-F E,1980,block_of_flats,False,31.50
TURKU,Kupittaa,1,690.00,Vanha Littoistentie 12 B,2018,block_of_flats,False,33.50
HELSINKI,Pitäjänmäki,2,869.00,Kokkokalliontie 1 A,1974,block_of_flats,False,39.00
LAHTI,Paavola,2,834.00,Lahdenkatu 39 A,1997,block_of_flats,False,63.00
VANTAA,Tikkurila,2,888.00,Hernetie 1 D,2018,block_of_flats,False,40.50
VANTAA,Tikkurila,1,825.00,Neilikkatie 4 E 77 -,,block_of_flats,False,36.00
ESPOO,Kilo,3,1235.00,Nihtitorpankuja 5 A,2015,block_of_flats,False,68.50
VANTAA,Tikkurila,1,727.00,Neilikkatie 4 G,2021,block_of_flats,False,24.00
HELSINKI,Haaga,1,714.00,Näyttelijäntie 22 F,1959,block_of_flats,False,25.50
KOTKA,Kotkansaari,2,811.00,Korkeavuorenkatu 15 B,1992,block_of_flats,False,61.50
ESPOO,Suurpelto,2,909.00,Suurpellon puistokatu 14 A,2018,block_of_flats,False,52.00
VANTAA,Pähkinärinne,2,912.00,Lammasrinne 2 A,2020,block_of_flats,False,48.50
LAPPEENRANTA,Skinnarila,2,759.00,Punkkerikatu 9 B,1994,block_of_flats,False,48.00
HÄMEENLINNA,Keskusta,2,744.00,Sibeliuksenkatu 3 A,1940,block_of_flats,False,60.00
TURKU,Keskusta,3,1124.00,Sukkulakuja 4 as,1994,block_of_flats,False,72.50
JOENSUU,Penttilä,3,799.00,Kuhasalontie 14 A,1974,block_of_flats,False,74.00
KUOPIO,Rypysuo,2,640.00,Rypysuontie 63 A 0,1976,block_of_flats,False,58.50
ESPOO,Niittykumpu,3,1333.00,Vuoritontuntie 3 A,2023,block_of_flats,False,60.00
VANTAA,Viertola,1,1009.00,Kaislatie 32 C,2010,block_of_flats,False,54.00
TAMPERE,Santalahti,1,602.00,Paasikoskenraitti 2 A,2020,block_of_flats,False,27.50
VANTAA,Hiekkaharju,2,834.00,Sipulitie 1 S,2010,block_of_flats,False,43.50
VAASA,Keskusta,2,640.00,Kauppapuistikko 17 B,1998,block_of_flats,False,45.00
VAASA,Suvilahti,3,755.00,Schwerininkatu 6 A,1971,block_of_flats,False,84.00
PORI,Vähärauma,4,769.00,Paturintie 17 B,1974,block_of_flats,False,89.00
HELSINKI,Herttoniemi,2,1335.00,Hiihtäjäntie 1 D,2012,block_of_flats,False,63.50
TURKU,Kirstinpuisto,1,644.00,Nuutintie 7 B,2021,block_of_flats,False,30.00
NUMMELA,Nummela,3,889.00,Hirninkuja 1 B,1985,block_of_flats,False,71.50
TAMPERE,Niemenranta,2,742.00,Meesakatu 10 B,2014,block_of_flats,False,44.00
ESPOO,Espoonlahti,2,925.00,Espoonlahdenkatu 14 A,2023,block_of_flats,False,43.50
TURKU,Keskusta,1,698.00,Ruusukorttelinkuja 1 B,2018,block_of_flats,False,33.50
ESPOO,Vesirattaanmäki,2,810.00,Vesirattaanmäki 1 B,2010,block_of_flats,False,44.00
ESPOO,Espoonlahti,3,1455.00,Espoonlahdenkatu 10 as,2022,block_of_flats,False,67.50
ESPOO,Espoonlahti,1,743.00,Espoonlahdenkatu 10 as,2022,block_of_flats,False,27.50
ESPOO,Espoonlahti,2,880.00,Espoonlahdenkatu 14 B,2023,block_of_flats,False,38.50
VANTAA,Tikkurila,2,1041.00,Neilikkatie 15 C,1999,block_of_flats,False,48.50
KIRKKONUMMI,Tolsa,1,585.00,Tarutie 18 A,2019,block_of_flats,False,28.50
KIRKKONUMMI,Tolsa,1,585.00,Tarutie 18 B,2019,block_of_flats,False,28.50
ESPOO,Olari,2,905.00,Kuvastimentie 1 E,2020,block_of_flats,False,47.50
KIRKKONUMMI,Lindal,3,1017.00,Laaksokuja 3 B,1976,block_of_flats,False,81.50
KIRKKONUMMI,Lindal,2,760.00,Laaksokuja 3 C,1976,block_of_flats,False,54.00
TAMPERE,Keskusta,2,970.00,Puuvillatehtaankatu 6 A,2023,block_of_flats,False,45.00
ESPOO,Niittykumpu,2,869.00,Vuoritontuntie 3 A,2023,block_of_flats,False,34.00
ESPOO,Olari,1,745.00,Kuvastimentie 1 E,2020,block_of_flats,False,29.50
JÄRVENPÄÄ,Lepola,1,650.00,Heinähäntä 2 B,2022,block_of_flats,False,27.00
OULU,Kaukovainio,2,637.00,Tuulihaukantie 9 B,1973,block_of_flats,False,61.50
HELSINKI,Laajasalo,3,1227.00,Yliskyläntie 2 C,1996,block_of_flats,False,68.00
ESPOO,Espoonlahti,1,740.00,Espoonlahdenkatu 14 B,2023,block_of_flats,False,28.00
ESPOO,Vermonniitty,1,725.00,Kaarlo Sarkian katu 1 C,2021,block_of_flats,False,29.00
HELSINKI,Kallio,2,999.00,Alppikatu 3 A,1964,block_of_flats,False,57.00
ESPOO,Saunalahti,3,1071.00,Tyyrpuuri 4 A,2019,block_of_flats,False,57.00
HELSINKI,Kannelmäki,3,1211.00,Vanhaistentie 1 c B,2022,block_of_flats,False,51.50
ESPOO,Espoonlahti,1,765.00,Espoonlahdenkatu 10 as,2022,block_of_flats,False,27.00
ESPOO,Espoonlahti,1,765.00,Maakravunkuja 2 as,2023,block_of_flats,False,29.00
HELSINKI,Lauttasaari,3,1360.00,Itälahdenkatu 21 B,1985,block_of_flats,False,58.50
TAMPERE,Hervanta,1,615.00,Louhoskuja 4 A,2023,block_of_flats,False,29.50
TAMPERE,Hervanta,1,620.00,Louhoskuja 4 A,2023,block_of_flats,False,29.50
TAMPERE,Hervanta,2,765.00,Louhoskuja 4 A,2023,block_of_flats,False,38.50
TAMPERE,Hervanta,2,900.00,Louhoskuja 4 A,2023,block_of_flats,False,51.00
ESPOO,Tiistilä,2,916.00,KALAONNENTIE 3 C,1995,block_of_flats,False,50.50
VALKEAKOSKI,Roukko,2,625.00,Kenraalintie 2 as,1958,block_of_flats,False,45.00
PIRKKALA,Killo,1,652.00,Pähkinäpolku 2 B,2017,block_of_flats,False,36.50
TAMPERE,Santalahti,2,779.00,Rantakylänraitti 3 A,2019,block_of_flats,False,45.00
TAMPERE,Hervanta,1,649.00,Teräskatu 4 B,1977,block_of_flats,False,33.00
LAPPEENRANTA,Parkkarila,2,715.00,Parkkarilankatu 28 M,1970,block_of_flats,False,64.00
VANTAA,Veromies,2,815.00,Perintötie 4c A,2022,block_of_flats,False,40.50
LAHTI,Keskusta,2,674.00,Rauhankatu 2 B,1945,block_of_flats,False,37.50
LAHTI,Ankkuri,2,765.00,Vesijärvenkatu 57 B,2000,block_of_flats,False,47.50
ESPOO,Espoonlahti,1,774.00,Espoonlahdenkatu 10 as,2022,block_of_flats,False,27.50
HELSINKI,Herttoniemi,2,1210.00,Hiihtäjäntie 1 B,2012,block_of_flats,False,57.50
VANTAA,Pakkala,3,1302.00,Antaksentie 7 A,2011,block_of_flats,False,75.00
HELSINKI,Aurinkolahti,3,1305.00,Gustav Pauligin katu 5a B,2022,block_of_flats,False,64.50
RIIHIMÄKI,Huhtimo,2,627.00,Huhtimonkatu 1 as,1956,block_of_flats,False,44.50
HELSINKI,Kontula,3,1190.00,Kotikonnuntie 8 B,2015,block_of_flats,False,68.50
VANTAA,Pähkinärinne,3,1053.00,Lammasrinne 2 A,2020,block_of_flats,False,59.00
VANTAA,Jokiniemi,1,656.00,Maanviljelijänkuja 7 as,2020,block_of_flats,False,22.00
ESPOO,Saunalahti,2,941.00,Magneettikatu 1 A,2016,block_of_flats,False,53.00
ESPOO,Kivenlahti,2,1190.00,Marinportti 4 A,2021,block_of_flats,False,52.50
HELSINKI,Pajamäki,2,874.00,Pajamäentie 4 B,1960,block_of_flats,False,37.00
LAHTI,Malski,1,673.00,Panimokatu 4 A,2017,block_of_flats,False,32.50
HELSINKI,Taka-Töölö,1,917.00,Töölöntullinkatu 8 A,2022,block_of_flats,False,31.50
HELSINKI,Pasila,1,808.00,Uutiskatu 3 A 0,2018,block_of_flats,False,25.50
HELSINKI,Kannelmäki,3,1340.00,Vanhaistentie 1 c A,2022,block_of_flats,False,67.00
MASALA,Masala,3,994.00,Vernerinkuja 9 C,2014,block_of_flats,False,67.00
PORVOO,Keskusta,1,626.00,Kaivokatu 29 A,1970,block_of_flats,False,24.00
LAHTI,Keskusta,2,872.00,Kolkankatu 19 A,2009,block_of_flats,False,49.50
LAPPEENRANTA,Parkkarila,3,751.00,Rajakatu 2 G 0,1955,block_of_flats,False,58.00
KOTKA,Kotkansaari,2,710.00,Satamakatu 15 A 0,1950,block_of_flats,False,64.00
TAMPERE,Hatanpää,2,837.00,Siirtolapuutarhankatu 5 A,2000,block_of_flats,False,42.00
JYVÄSKYLÄ,Lutakko,1,662.00,Uno Savolan katu 11 A,2019,block_of_flats,False,28.50
HELSINKI,Kruunuvuori,2,965.00,Gunillantie 17 B,,block_of_flats,False,44.50
OULU,Keskusta,3,919.00,Hallituskatu 25 A,1958,block_of_flats,False,80.50
HELSINKI,Pitäjänmäki,2,805.00,KONALANTIE 7 D,1974,block_of_flats,False,33.50
OULU,Limingantulli,2,832.00,Limingantie 2 B,2018,block_of_flats,False,52.50
KUHMOINEN,Keskusta,2,540.00,Puistotie 6 B,1977,block_of_flats,False,61.00
JYVÄSKYLÄ,Lutakko,1,683.00,Uno Savolan katu 11 A,2019,block_of_flats,False,30.00
JYVÄSKYLÄ,Jyväskylä,1,495.00,Vapaudenkatu 48-50 A,2017,block_of_flats,False,20.00
ESPOO,Espoonlahti,1,765.00,Espoonlahdenkatu 14 A,2023,block_of_flats,False,31.00
VANTAA,Viertola,2,978.00,Kaislatie 32 C,2010,block_of_flats,False,53.50
ESPOO,Espoonlahti,4,1669.00,Ulappakatu 1 F,2015,block_of_flats,False,108.00
LAHTI,Ankkuri,2,765.00,Vesijärvenkatu 59 B,2000,block_of_flats,False,47.50
OULU,Limingantulli,2,757.00,Limingantie 2 B,2018,block_of_flats,False,42.50
HELSINKI,Vallila,2,1084.00,Aleksis Kiven katu 11 a A,1990,block_of_flats,False,43.50
HELSINKI,Hermanni,3,1484.00,Eläinlääkärinkatu 3 A,1937,block_of_flats,False,76.50
VANTAA,Myyrmäki,3,1138.00,Loiskekuja 4 C,2016,block_of_flats,False,71.00
ESPOO,Kauniainen,3,1015.00,Ullanmäentie 10 C F,2021,block_of_flats,False,54.50
PORVOO,Gammelbacka,2,703.00,Suolaketie 6 B,1975,block_of_flats,False,49.50
ESPOO,Espoonlahti,3,1365.00,Espoonlahdenkatu 14 B,2023,block_of_flats,False,63.00
VANTAA,Korso,2,845.00,Merikotkankuja 3 A,2018,block_of_flats,False,50.00
OULU,Laanila,2,840.00,Notaarintie 1 A,2007,block_of_flats,False,51.50
TURKU,Martti,2,813.00,Tervahovinkatu 12 A,1996,block_of_flats,False,54.00
JYVÄSKYLÄ,Kivistö,2,680.00,Vaajakoskentie 20 C,1973,block_of_flats,False,55.50
HELSINKI,Viikki,1,830.00,Viikinportti 2 E,2011,block_of_flats,False,31.00
JOENSUU,Niinivaara,1,707.00,Huvilakatu 7 B,1951,block_of_flats,False,43.00
TURKU,Martti,2,786.00,Kaasukellonaukio 6 A,2015,block_of_flats,False,48.00
KUOPIO,Petonen,3,830.00,Kypäräkatu 6 A,1997,block_of_flats,False,74.00
ESPOO,Olari,2,799.00,Puolikuu 2 C,2017,block_of_flats,False,42.00
VANTAA,Martinlaakso,2,895.00,Laajavuorenkuja 1 A,1973,block_of_flats,False,59.00
